pair_id,similarity_type,candidate_id,job_id,candidate_title,job_title,candidate_skills,job_requirements,predicted_similarity,human_label
297,random,31822,5761,Nhân Viên Tư Vấn Và Thực Tập Sinh Logistics,Senior Business Consultant,"['quản lý kho hàng', 'vận hành chuỗi cung ứng', 'phân tích dữ liệu logistic', 'sử dụng phần mềm quản lý (erp, Wms)', 'giải quyết vấn đề', 'kỹ năng giao tiếp khách hàng']","Sinh năm 1990 - 1995, có ít nhất 2-3 năm kinh nghiệm Sales B2B hoặc trải nghiệm full-time với kiến thức, kinh nghiệm về các phương pháp luận áp dụng trong quản trị doanh nghiệp, quản trị nhân sự (KPI, OKR,…)Ưu tiên ứng viên chứng minh được năng lực từ thành công trong quá khứ.Có khát vọng và tầm nhìn dài hạn, mong muốn kiến tạo giá trị cho xã hội.Có tham vọng và định hướng sự nghiệp rõ ràng, có sở thích kiếm tiền.Thích chinh phục thử thách và các cuộc chơi lớn; không ngại đón nhận ""việc lớn"" để vươn tầm - nâng cấp bản thân.Chăm chỉ, không ngại học hỏi, lăn xả, rèn luyện bản thân liên tục.Quyết liệt, kiên trì và luôn đấu tranh cho quyền lợi của Khách hàng.",0.146,
298,random,8764,2634,Kỹ Sư Xây Dựng(đang Tìm Việc),Thực Tập Sinh Video Editor,"['quản lý dự án xây dựng', 'giám sát thi công và kiểm soát chất lượng', 'thiết kế kết cấu (autocad, Sap2000, Etabs)', 'an toàn lao động và hse', 'lập kế hoạch và quản lý chi phí', 'lãnh đạo và quản lý đội nhóm']","Nhanh nhẹn, ham học hỏiCó tư duy tốt về nội dung, có khiếu hài hước, sáng tạo trong cách dựng. Có tư duy thẩm mỹ, cảm nhận âm nhạc tốtBiết sử dụng Premiere căn bản, hiểu biết căn bản về After Effect, Photoshop,...Sản phẩm đầu ra phong phú nên cách dựng linh hoạt bao gồm: các video giải trí trên tiktok, youtube, tvc, phim doanh nghiệp, marketing ads video, intro, outro,...",0.32,
299,medium,14871,10830,Giáo Viên Âm Nhạc(đang Tìm Việc),Giáo viên Toán THPT,"['giảng dạy piano/guitar', 'lý thuyết âm nhạc', 'sáng tác cơ bản', 'quản lý lớp học', 'giao tiếp với học sinh/phụ huynh', 'tổ chức biểu diễn']","Đã từng giảng dạy ôn thi tốt nghiệp lớp 12 tại các trường THPT. Đảm nhận được việc quản lý học sinh bán trú (buổi trưa) Linh hoạt trong giao tiếp, ứng xử và xử lý công việc tại Nhà trường",0.746,
300,random,14871,10230,Giáo Viên Âm Nhạc(đang Tìm Việc),Kế toán Tổng Hợp,"['giảng dạy piano/guitar', 'lý thuyết âm nhạc', 'sáng tác cơ bản', 'quản lý lớp học', 'giao tiếp với học sinh/phụ huynh', 'tổ chức biểu diễn']","Tốt nghiệp Cao đẳng, đại học chuyên ngành kế toán Có kinh nghiệm ít nhất 3 năm ở vị trí tương đương Chịu khó, nhanh nhẹn, nhạy bén",0.235,
301,medium,5864,2548,Nhân Viên Kinh Doanh(đang Tìm Việc),Chuyên Viên Quản Trị Vận Hành Hệ Thống - Dự Án Omni Channel,"['kỹ năng bán hàng và chốt đơn', 'đàm phán và thuyết phục', 'xây dựng mối quan hệ khách hàng', 'phân tích thị trường', 'sử dụng crm', 'kỹ năng làm việc nhóm']","1. Trình độ học vấn: • Tốt nghiệp Đại học/Cao đẳng các chuyên ngành Công nghệ thông tin hoặc các ngành khác tương đương2. Kinh nghiệm:• Tối thiểu 1 năm trong các lĩnh vực liên quan hệ thống, phần mềm, cơ sở dữ liệu, ưu tiên các ứng viên đã có kinh nghiệm quản lý các ứng dụng Ebanking tại các Ngân hàng.• Có kinh nghiệm triển khai, làm việc với native cloud như AWS, GCP, ACP • Có kinh nghiệm làm việc với docker và kubernetes • Có kiến thức về hạ tầng phần cứng, hiểu biết về ảo hóa hệ thống, HA, LoadBalancing, Scaling... • Hiểu biết về các vấn đề lỗi phát sinh của ứng dụng E-Banking/Digital Banking thường gặp• Hiểu biết về các hệ thống kết nối trung gian thanh toán trực tuyến, ví điện tử• Có kinh nghiệm lập trình, từng làm việc với hệ quản trị cơ sở dữ liệu (Oracle, MySQL, SQL Server, PostgreSQL...) là một lợi thế.• Có kỹ năng phân tích, nhìn nhận vấn đề, kỹ năng làm việc nhóm và giao tiếp tốt• Đam mê công nghệ thông tin, luôn sẵn sàng học tập, tiếp thu kiến thức mới.",0.52,
302,random,5864,9083,Nhân Viên Kinh Doanh(đang Tìm Việc),Phó Phòng Vận Hành,"['kỹ năng bán hàng và chốt đơn', 'đàm phán và thuyết phục', 'xây dựng mối quan hệ khách hàng', 'phân tích thị trường', 'sử dụng crm', 'kỹ năng làm việc nhóm']","-Có kinh nghiệm làm việc 2 năm trở lên ở vị trí leader ngành Sale/ CSKH B2B hoặc có kinh nghiệm vận hành. - Tư duy chủ động, chịu được áp lực công việc cao. - Kỹ năng quản lý nhân sự tốt, kỹ năng training nhân viên. - Có kỹ năng xây dựng kịch bản bán hàng, kỹ năng xử lý từ chối. - Nhanh nhẹn, năng động, linh hoạt, có thể làm việc độc lập và theo nhóm - Tính cách: cẩn thận, tỉ mỉ, chăm chỉ, tích cực và tinh thần trách nhiệm cao.- Kỹ năng: vi tính văn phòng tốt, am hiểu và sử dụng Tiếng Việt tốt, tư duy hệ thống và không ngại đổi mới.",0.392,
303,random,19372,64,Kỹ Sư Cơ Điện Tử,Nhân Viên Marketing Tổng Hợp,"['thiết kế mạch điện tử (altium)', 'lập trình vi điều khiển (plc, Arduino)', 'vẽ kỹ thuật (autocad, Solidworks)', 'tư duy logic', 'khả năng làm việc nhóm và học hỏi nhanh']","- Có tổi thiểu 6 tháng kinh nghiệm ở vị trí tương đương.- Ưu tiên khả năng tự quay và dựng video clip.- Thành thạo các phần mềm Premiere, PTS, Ai.- Sử dụng thành thạo máy ảnh để quay, chụp.- Tính cách nhiệt tình, năng động, cẩn thận chỉnh chu trong công việc.- Có tinh thần Teamwork, ham học hỏi tìm tòi cái mới, chủ động trong công việc.- Tốt nghiệp trung cấp trở lên",0.222,
304,high,689,7820,Nhân Viên Telesales,Nhân Viên Triển Khai Phần Mềm Nhân Sự,"['tư vấn sản phẩm qua điện thoại', 'chăm sóc khách hàng', 'xử lý tình huống', 'giọng nói truyền cảm, Dễ nghe', 'sử dụng crm']","• Tốt nghiệp chuyên ngành CNTT, Quản trị nhân lực, Tài chính kế toán. • Nhanh nhẹn, năng động, nhiệt tình và giao tiếp tốt, có khả năng làm việc độc lập hoặc theo nhóm. • Giọng nói chuẩn, dễ nghe. • Thái độ tự tin, thân thiện, lạc quan, cầu tiến, xử lý tình huống tốt. • Làm việc tốt với áp lực cao",0.856,
305,medium,689,2566,Nhân Viên Telesales,Nhân Viên Phòng Đào Tạo,"['tư vấn sản phẩm qua điện thoại', 'chăm sóc khách hàng', 'xử lý tình huống', 'giọng nói truyền cảm, Dễ nghe', 'sử dụng crm']","- Tốt nghiệp Đại học các chuyên ngành, ưu tiên các chuyên ngành tiếng Anh/sư phạm tiếng Anh,...- Ưu tiên ứng viên có kinh nghiệm giảng dạy từ 6 tháng - 1 năm hoặc đã có chứng chỉ IELTS/TOEFL iBT/TOEIC.- Khả năng giao tiếp, thuyết phục và đàm phán tốt.- Khả năng xử lý tình huống linh hoạt.- Cách sắp xếp công việc hiệu quả.- Làm việc theo nhóm tốt.- Nhanh nhẹn, nhiệt tình và kiên nhẫn.- Có thể làm việc theo ca, chịu áp lực tốt.",0.515,
306,random,689,967,Nhân Viên Telesales,Luật Sư - (Am Hiểu Về M&A- Bất Động Sản ),"['tư vấn sản phẩm qua điện thoại', 'chăm sóc khách hàng', 'xử lý tình huống', 'giọng nói truyền cảm, Dễ nghe', 'sử dụng crm']","Cử nhân luật từ một trường luật danh tiếng tại Việt Nam (ứng viên có thêm văn bằng về kinh tế/ quản trị sẽ được ưu tiên);Có tham vọng phát triển sự nghiệp thành công;Thích làm việc theo nhóm, kỹ năng giao tiếp tốt;Có khả năng phân tích, giải quyết và trình bày các vấn đề pháp lý liên quan. Ứng viên có kỹ năng phản biện sẽ được ưu tiên;Chấp nhận làm việc dưới áp lực cao và đi công tác xa;Ứng viên đã có kinh nghiệm xử lý một số giao dịch bất động sản và M&A của công ty . Ưu tiên giao tiếp bằng tiếng Anh;Sử dụng thành thạo các phần mềm vi tính văn phòng Microsoft Office 365: Outlook, Word, Excel, Power Point, OneDrive, SharePoint, Teams.",0.151,
307,medium,21844,14321,Nhân Viên Dịch Thuật(đang Tìm Việc),Nhân viên kinh doanh đại lý,"['dịch thuật chuyên nghiệp (việt - anh, Anh - việt)', 'biên tập và hiệu đính văn bản', 'sử dụng công cụ cat (trados, Memoq)', 'kỹ năng nghiên cứu và tra cứu', 'am hiểu thuật ngữ chuyên ngành', 'giao tiếp liên văn hóa', 'quản lý thời gian']","Tuổi từ 20 - 35 tuổi Tốt nghiệp cao đẳng trở lên chuyên ngành quản trị kinh doanh, makerting, kinh tế Có khả năng giao tiếp, đàm phàn và thuyết phục khách hàng Có khả năng lập kế hoạch, quản lý thời gian, công việc Chăm chỉ, trung thực và chịu được áp lực cao Có bằng lái xe ô tô là một lợi thế",0.7,
308,random,21844,1211,Nhân Viên Dịch Thuật(đang Tìm Việc),Nhân Viên Kinh Doanh Bất Động Sản Thu Nhập Từ 5-150 Triệu,"['dịch thuật chuyên nghiệp (việt - anh, Anh - việt)', 'biên tập và hiệu đính văn bản', 'sử dụng công cụ cat (trados, Memoq)', 'kỹ năng nghiên cứu và tra cứu', 'am hiểu thuật ngữ chuyên ngành', 'giao tiếp liên văn hóa', 'quản lý thời gian']","Không yêu cầu kinh nghiệmChăm chỉ, chịu khó, ham học hỏiCó ham muốn kiếm tiền",0.284,
309,random,7081,10957,Giám Sát Kỹ Thuật,Nhân viên Chăm Sóc Khách Hàng,"['quản lý dự án kỹ thuật', 'lãnh đạo và đào tạo đội nhóm', 'kiểm soát chất lượng điện tử', 'giải quyết sự cố hệ thống điện', 'đọc bản vẽ kỹ thuật chuyên sâu', 'an toàn điện công nghiệp', 'sử dụng phần mềm mô phỏng']","- Độ tuổi: Từ 20 tuổi trở lên - Trình độ học vấn: Tốt nghiệp THPT trở lên - Năng động, ham học hỏi, có trách nhiệm trong công việc",0.125,
310,medium,7857,6787,Nhân viên khách hàng,Nhân Viên Kiểm Đếm Kho (Hỗ Trợ Chứng Từ),"['giao tiếp hiệu quả', 'lắng nghe chủ động', 'giải quyết vấn đề', 'tin học văn phòng', 'kiên nhẫn', 'thấu hiểu khách hàng']","- Nhân viên Nam- Tốt nghiệp trung cấp, cao đẳng trở lên- Nhanh nhẹn, giải quyết vấn đề tốt- Chưa có kinh nghiệm được đào tạo",0.668,
311,random,7857,11467,Nhân viên khách hàng,Kỹ sư C và backend,"['giao tiếp hiệu quả', 'lắng nghe chủ động', 'giải quyết vấn đề', 'tin học văn phòng', 'kiên nhẫn', 'thấu hiểu khách hàng']","Tốt nghiệp Đại học chuyên ngành CNTT hoặc liên quanNắm rõ toàn bộ quá trình phát triển web (thiết kế, phát triển và thực thi) PhP, Wordpress. Có khả năng phát triển phần mềm trên Python/C#. Ưu tiên có kinh nghiệm phát triển các chương trình tự động (BOT) phục vụ cho digital marketing ( YouTube, Facebook, Telegram…), phần mềm điều khiển giả lập, điều khiển điện thoại thật,...",0.185,
312,high,3429,3220,Nhân Viên Chế Biến Thực Phẩm(đang Tìm Việc),Nhân Viên Pha Chế Mỹ Phẩm,"['sơ chế nguyên vật liệu', 'tuân thủ quy trình an toàn vệ sinh thực phẩm', 'sức khỏe tốt', 'chịu khó, Chăm chỉ', 'khả năng làm việc theo ca']","• Nhân viên Nam/Nữ - sinh năm 90 – 99 (Có kinh nghiệm 1 năm trong ngành pha chế)• Tốt nghiệp Trung cấp/ Cao đẳng/ Đại học Dược hoặc các chuyên ngành Hoá học – Ưu tiên các trường: Đại học Bách Khoa, Học Viên Quân Y, Đại học Công Nghiệp Hà Nội• Kỹ năng sử dụng máy tính thành thạo (Ưu tiên)• Chăm chỉ, Cẩn thận, Kiên trì, chịu được áp lực và có trách nhiệm trong công việc.• Nhiệt tình, năng động, sáng tạo, nhiệt huyết.",0.906,
313,medium,3429,4897,Nhân Viên Chế Biến Thực Phẩm(đang Tìm Việc),Chuyên Viên Content - Bất Động Sản,"['sơ chế nguyên vật liệu', 'tuân thủ quy trình an toàn vệ sinh thực phẩm', 'sức khỏe tốt', 'chịu khó, Chăm chỉ', 'khả năng làm việc theo ca']","1. Độ tuổi: 22 - 35 tuổi.2. Trình độ: Tốt nghiệp Đại Học trở lên.3. Chuyên ngành: Báo chí/Truyền thông/Marketing.…4. Kinh nghiệm: Tối thiểu 2 năm tại các vị trí tương đương trong các doanh nghiệp, tổ chức, các Tập đoàn.5. Ngoại ngữ: Có thể sử dụng thành thạo tiếng Anh (nghe, nói, đọc, viết).6. Tin học: Sử dụng thành thạo máy vi tính, các phần mềm văn phòng,…7. Kỹ năng:- Có kỹ năng viết báo tốt, tổ chức các sự kiện chương trình truyền thông nội bộ.- Có khả năng viết content sáng tạo, có những phương thức truyền thông độc đáo- Tư duy sáng tạo, đột phá, nhạy bén, có khả năng tiếp thu và truyền tải ý tưởng, thông điệp hay.- Chủ động trong công việc, có tinh thần trách nhiệm.- Có khả năng tư duy làm việc độc lập và kỹ năng làm việc nhóm.8. Các tố chất cần thiết khác: Trung thực, chủ động, sáng tạo, trách nhiệm, quyết đoán trong công việc, chịu được áp lực cao trong công việc.",0.525,
314,random,3429,417,Nhân Viên Chế Biến Thực Phẩm(đang Tìm Việc),Kế Toán Tổng Hợp ( Có Từ 3 Năm Kinh Nghiệm),"['sơ chế nguyên vật liệu', 'tuân thủ quy trình an toàn vệ sinh thực phẩm', 'sức khỏe tốt', 'chịu khó, Chăm chỉ', 'khả năng làm việc theo ca']",- Tốt nghiệp Trung cấp/CĐ/ĐH chuyên ngành Kế toán – Tài chính. - Có kinh nghiệm 3 năm trở lên làm việc ở vị trí tương đương. - Thời gian làm việc: T2-T7- Độ tuổi : sau 1990,0.266,
315,medium,17013,4948,Nhân Viên Quản Lý Chất Lượng,Nhân Viên Kế Toán Hóa Đơn - Kcn Hiệp Phước - Nhà Bè,"['kiến thức về iso 9001', 'kỹ năng phân tích và giải quyết vấn đề', 'cẩn thận, Chú ý đến chi tiết', 'sử dụng các công cụ đo lường cơ bản', 'kỹ năng làm việc nhóm và báo cáo']","- Nam/nữ, tuổi từ 20 – 28, tốt nghiệp Trung Cấp trở lên các ngành kế toán, tài chính hoặc liên quan;- Kinh nghiệm 1 năm vị trí kế toán bán hàng, kế toán quản lý tồn kho hoặc các vị trí tương đương là một lợi thế (không bắt buộc)- Có kiến thức về Kế toán tài chính hoặc Kế toán kiểm toán. Kiến thức về Luật Thuế và các Quy định, Luật pháp có liên quan;- Kỹ năng nhập liệu nhanh và chuẩn xác, lưu trữ hồ sơ, quản lý dữ liệu khoa học;- Kỹ năng soạn thảo văn bản; kiểm tra, đối chiếu số liệu;- Trung thực, cẩn thận, chính xác; có tinh thần trách nhiệm cao; chấp nhận làm ngoài giờ hoặc đi công tác khi công việc phát sinh hoặc có sự điều động;- Linh động, nhẹ nhàng trong giao tiếp; vui vẻ, hòa đồng, thân thiện;- Vi tính văn phòng thành thạo word (soạn thảo văn bản) và excel vận dụng tốt hàm Vlookup, Sumif, Pivot.- Nơi làm việc: KCN Hiệp Phước, huyện Nhà Bè.- Làm việc từ thứ 2 đến thứ 6",0.55,
316,random,17013,3843,Nhân Viên Quản Lý Chất Lượng,Trưởng Ngành Hàng Thời Trang Phúc Yên,"['kiến thức về iso 9001', 'kỹ năng phân tích và giải quyết vấn đề', 'cẩn thận, Chú ý đến chi tiết', 'sử dụng các công cụ đo lường cơ bản', 'kỹ năng làm việc nhóm và báo cáo']",Có ít nhất 1 năm kinh nghiệm trong lĩnh vực quản lý bán hàng sỉ/lẻCó hiểu biết về hoạt động kinh doanh bán lẻ/ sỉƯu tiên ứng viên có hiểu biết về ngành hàng tiêu dùng,0.209,
